Date,AAL,AGO,ALLY,AMD,AMGN,AMKR,APA,ARW,BA,C,CAH,F,GS,JPM,MAR,MS,WF
2018-09-01,40.56037902832031,39.51737594604492,23.863475799560547,30.889999389648438,185.4768524169922,7.28452205657959,44.24750518798828,73.72000122070312,359.7129821777344,62.84110641479492,46.39372253417969,8.15775203704834,207.49038696289062,100.04369354248047,128.95135498046875,41.56795120239258,45.33000183105469
2018-10-01,34.4267578125,37.41190719604492,22.925172805786133,18.209999084472656,172.50270080566406,7.047948360443115,35.11397933959961,67.70999908447266,343.2313232421875,57.340118408203125,43.85881805419922,8.422327995300293,208.5359649658203,96.65687561035156,114.16436767578125,40.755699157714844,41.540000915527344
2018-11-01,39.412166595458984,38.19794845581055,24.215930938720703,21.299999237060547,186.3358154296875,6.752229690551758,32.801551818847656,76.97000122070312,335.3968811035156,56.75322341918945,47.5252685546875,8.447940826416016,176.44638061523438,99.27113342285156,112.34773254394531,39.89442443847656,42.279998779296875
2018-12-01,31.59904670715332,35.96442413330078,20.567201614379883,18.459999084472656,175.401123046875,6.466368675231934,24.510122299194336,68.94999694824219,313.3722229003906,45.91617965698242,38.658164978027344,6.867879867553711,155.1981201171875,87.15575408935547,106.40306854248047,35.634464263916016,42.119998931884766
2019-01-01,35.200801849365234,38.106510162353516,23.653188705444336,24.40999984741211,168.5894317626953,7.885815620422363,30.644657135009766,75.94999694824219,374.70574951171875,56.85279083251953,43.780208587646484,7.900305271148682,183.9615936279297,92.40544891357422,112.25444793701172,38.016090393066406,40.400001525878906
2019-02-01,35.06303787231445,39.233917236328125,24.74526596069336,23.530000686645508,171.2654571533203,8.654683113098145,31.227142333984375,79.69999694824219,427.5077209472656,56.429439544677734,47.608890533447266,8.010540008544922,182.7445068359375,93.92991638183594,122.78105926513672,37.99676513671875,39.310001373291016
2019-03-01,31.33982276916504,41.74241638183594,25.110641479492188,25.520000457763672,172.4989013671875,8.418108940124512,32.62004470825195,77.05999755859375,372.486572265625,55.262935638427734,42.18565368652344,8.019673347473145,179.08901977539062,91.11274719238281,123.00196838378906,38.195899963378906,35.939998626708984
2019-04-01,33.727806091308594,44.814605712890625,27.13849449157715,27.6299991607666,162.81979370117188,8.93068790435791,30.973031997680664,84.51000213623047,368.8439025878906,62.794742584228516,43.10445022583008,9.545056343078613,192.0829620361328,104.45158386230469,134.14283752441406,43.67184066772461,35.810001373291016
2019-05-01,26.869754791259766,38.39775085449219,26.521587371826172,27.40999984741211,151.36102294921875,6.387511253356934,24.703250885009766,62.65999984741211,333.6089172363281,55.20076370239258,37.22858428955078,8.83509349822998,170.22738647460938,96.09976959228516,122.7561264038086,37.06132888793945,35.290000915527344
2019-06-01,32.27145004272461,39.53456497192383,28.469139099121094,30.3700008392334,168.763916015625,7.353523254394531,27.451213836669922,71.2699966430664,357.526611328125,62.600040435791016,41.67973327636719,9.494011878967285,191.71185302734375,101.3963394165039,138.46841430664062,39.903099060058594,36.720001220703125
2019-07-01,30.193246841430664,41.04716873168945,30.232955932617188,30.450000762939453,170.87026977539062,9.098259925842285,23.139755249023438,72.61000061035156,335.10321044921875,63.61014938354492,40.88935089111328,8.84437370300293,206.26361083984375,105.20548248291016,137.25439453125,40.58621597290039,33.2599983215332
2019-08-01,26.036849975585938,39.976131439208984,28.945568084716797,31.450000762939453,191.05455017089844,8.625110626220703,20.65847396850586,69.19999694824219,357.6051940917969,57.522674560546875,38.564579010009766,8.63729190826416,191.06533813476562,100.34225463867188,124.4231948852539,38.08470153808594,29.350000381469727
2019-09-01,26.78388023376465,41.935665130615234,30.616743087768555,28.989999771118164,178.47230529785156,8.970115661621094,24.518169403076172,74.58000183105469,376.0252685546875,62.21505355834961,42.19480895996094,8.627873420715332,195.3948211669922,107.493896484375,123.20769500732422,39.1678581237793,31.209999084472656
2019-10-01,29.852554321289062,44.255985260009766,28.28078842163086,33.93000030517578,196.6782989501953,12.252586364746094,20.744670867919922,79.27999877929688,335.9391174316406,64.71879577636719,44.667232513427734,8.090985298156738,201.19363403320312,114.09750366210938,125.36732482910156,42.27043914794922,29.920000076293945
2019-11-01,28.541664123535156,46.830989837646484,29.558996200561523,39.150001525878906,216.4798583984375,11.917438507080078,21.578874588012695,79.63999938964844,361.9022216796875,67.65482330322266,49.70753479003906,8.67373275756836,208.70843505859375,121.30899047851562,139.04824829101562,45.760929107666016,30.049999237060547
2019-12-01,28.574403762817383,46.40831756591797,28.37069320678711,45.86000061035156,223.81373596191406,12.814449310302734,24.784713745117188,84.73999786376953,323.83331298828125,72.46509552001953,45.68793487548828,8.9035005569458,218.02076721191406,128.3429718017578,150.5482177734375,47.27766418457031,30.260000228881836
2020-01-01,26.741178512573242,43.39775085449219,29.735380172729492,47.0,200.58473205566406,11.08942699432373,26.576499938964844,75.94000244140625,316.3875732421875,67.49440002441406,46.69943618774414,8.443964004516602,225.43576049804688,121.86138153076172,139.24441528320312,48.33197784423828,25.399999618530273
2020-02-01,18.9798583984375,38.63573455810547,23.41192626953125,45.47999954223633,185.4329376220703,10.290989875793457,24.321916580200195,67.05999755859375,273.48284912109375,57.94373321533203,47.5292854309082,6.776585578918457,190.3711395263672,107.58660125732422,123.27794647216797,41.91872024536133,24.229999542236328
2020-03-01,12.1899995803833,24.415964126586914,13.475632667541504,45.47999954223633,189.5542449951172,7.6788129806518555,4.0796799659729,51.869998931884766,149.13999938964844,38.45871353149414,43.71746063232422,4.702715873718262,147.47926330566406,83.42107391357422,74.67259979248047,31.65082359313965,18.780000686645508
2020-04-01,12.010000228881836,28.298725128173828,15.305999755859375,52.38999938964844,223.6727294921875,9.738982200622559,12.766077995300293,62.91999816894531,141.02000427246094,44.33892059326172,45.574363708496094,4.955864906311035,174.98316955566406,88.73045349121094,90.77297973632812,36.70564270019531,20.65999984741211
2020-05-01,10.5,24.68166732788086,16.46010971069336,53.79999923706055,214.7714385986328,10.428991317749023,10.562176704406738,69.08000183105469,145.85000610351562,43.74541473388672,50.37311935424805,5.559525966644287,187.4519805908203,91.1036376953125,88.33745574951172,41.50808334350586,22.079999923706055
2020-06-01,13.069999694824219,23.416507720947266,18.7158260345459,52.61000061035156,222.0238037109375,12.134297370910645,13.214957237243652,68.69000244140625,183.3000030517578,47.153350830078125,48.07044982910156,5.919775485992432,189.70849609375,88.0609130859375,85.57254791259766,45.35838317871094,22.170000076293945
